"I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,02-28-2017 02:43:03"
"Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!,07-11-2015 11:44:39"
"The Republicans who want to cut SS &amp; Medicaid are wrong. A robust economy will Make America Great Again! https://t.co/u25yI5T7E8,07-11-2015 08:23:29"
"Via @CBNNews by @TheBrodyFile: “Donald Trump To Brody File in 2011: People Send Me Bibles” http://t.co/5QWk3GgBiB,07-11-2015 08:22:02"
"A strong military will stop wars. Peace through Strength! Let’s Make America Great Again! https://t.co/u25yI5T7E8,07-11-2015 08:21:32"
"“Tone it down? No way! Donald Trump needs to crank up the volume” http://t.co/3qSUVRaf6f via @FoxNews by @toddstarnes,07-11-2015 08:20:39"
"I love that thousands of people are boycotting @Macys and cutting up credit cards. No guts no glory. This really backfired - love it!,07-11-2015 05:08:12"
"Look forward to being in Phoenix tomorrow at 2:00 P.M. Hottest ticket in entire country. Was supposed to be 500 people now many thousands!,07-11-2015 05:03:50"
"Standing with Jamiel Shaw Sabine Durdin Don Rosenberg Lupe Moreno Brenda Sparks Robin Hvidston &amp; their spouses. http://t.co/X67CF765jQ,07-11-2015 01:47:00"
"Our biggest problems are solved by growth. We need a President who is a job creator. Let’s Make America Great Again! https://t.co/u25yI5T7E8,07-10-2015 23:49:38"
"http://t.co/PtViAyrO4A,07-10-2015 23:18:29"
"Laura--Massive crowd had to move to Phoenix Convention Center. https://t.co/76fQCecDBd,07-10-2015 18:21:36"
"Via @nypost by @GeoffEarle: “Polls show ‘President Trump’ may not be so far-fetched” http://t.co/C3v63rb9pD,07-10-2015 17:14:56"
"I want to #MakeAmericaGreatAgain https://t.co/sRePS1nvIq,07-10-2015 15:59:21"
"Jeb Bush just announced he raised over $100M. Everyone of those people who contributed are getting something to the detriment of America!,07-10-2015 14:51:31"
"Iran continues to delay the nuclear deal while doing many bad things behind our backs. Time to WALK and double the sanctions. Stop payments!,07-10-2015 13:25:34"
"Via @trscoop: ""WHOA: Trump changing venues for Saturday rally in Arizona due to OVERWHELMING RESPONSE"" http://t.co/nryPS8aPxA,07-10-2015 09:31:56"
"BREAKING - Border security rally in Phoenix AZ at 2PM MST has been moved to @PhoenixConvCtr! Build a wall! Let's Make America Great Again!,07-10-2015 01:55:07"
"I'm on @CNN's @AC360 tonight @8pm &amp; @FoxNews' @seanhannity @ 10PM discussing immigration and lots of other things.#LetsMakeAmericaGreatAgain,07-09-2015 21:59:25"
"Via @CNNPolitics by @JDiamond1: “Trump: RNC call was 'congratulatory'”http://t.co/9ZhIKiBqw5,07-09-2015 21:29:52"
"EXCLUSIVE — DONALD TRUMP ON THE GOP PRIMARY: ‘IF I WIN I WILL BEAT HILLARY’ http://t.co/wlz13nYels via @BreitbartNews by Katie McHugh,07-09-2015 21:14:43"
"Via @BreitbartNews by Katie McHugh:""POLL: DONALD TRUMP LEADS THE PACK AS GOP FRONTRUNNER"" http://t.co/QHP8CZpM5q,07-09-2015 21:01:44"
"Obama and Republicans are hollowing out our military. Now want to cut troop levels. Lowest level in over 20 years.,07-09-2015 19:02:12"
"The elites want Common Core so they can take education out of parental control. NO! Let's Make America Great Again! https://t.co/u25yI5T7E8,07-09-2015 18:54:25"
"True thanks.  https://t.co/k0IxFL6NxK,07-09-2015 18:45:35"
"Thanks. https://t.co/ewjfWYic4c,07-09-2015 18:40:36"
"“TRUMP BATTLES THE NEW TOTALITARIANS: GOP elites join with leftists at Media Matters in targeting threat to both” http://t.co/Vd9FaOVcjr,07-09-2015 18:32:55"
"Via “TRUMP: HILLARY PRESIDENCY WILL CAUSE ‘CRIME WAVE LIKE YOU’VE NEVER SEEN’” http://t.co/cTnLLwl1z4 via @BreitbartNews,07-09-2015 18:18:24"
"“@limbaugh: 'Trump Has Changed the Entire Debate on Immigration'”  http://t.co/894aXjRXDn via @Newsmax_Media by Jason Devaney,07-09-2015 17:48:57"
"Why does a failed magazine like @Forbes constantly seek out trivial nonsense? Their circulation way down. @Clare_OC,07-09-2015 17:12:11"
"Dummy @Clare_OC @Forbes: Tiny fragrance deal with Parlux means nothing. Still sold at Trump Tower...,07-09-2015 17:11:40"
"Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom ESPN was small golf outing...,07-09-2015 17:11:06"
"Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…,07-09-2015 17:10:50"
"Via @EWErickson: “Stop Complaining About Donald Trump” http://t.co/CWx8gA5DTz,07-09-2015 16:45:36"
"Watched chief negotiator for Iran on @charlierose last night. He is far smarter than our reps—increase sanctions and walk!,07-09-2015 16:36:24"
"Totally false reporting on my call with @Reince Priebus. He called me ten minutes said I hit a “nerve"" doing well end!,07-09-2015 13:25:11"
"You mean George Bush sends our soldiers into combat they are severely wounded and then he wants $120000 to make a boring speech to them?,07-09-2015 12:09:13"
"Jeb's brother George insisted on a $100000 fee and $20000 for a private jet to speak at a charity for severely wounded vets. Not nice!,07-09-2015 11:25:43"
"Do you believe that highly overrated political pundit  @krauthammer said this is the best Republican field in 35 years. What a dope!,07-09-2015 11:14:56"
"Via @DailyCaller by @samsondunn: “Pastor To Hispanic Congregation Speaks Out On Trump Immigrant Crime Statement” http://t.co/rfWcQ7wcjf,07-08-2015 21:13:35"
"Via @mrctv by Ben Graham: ""Border Reports Back Up Trump's 'Rapists' Claim"" http://t.co/4UcpdSS8qK,07-08-2015 19:37:09"
"Thank you @BrentBozell --- As you know I have been saying this for a long time http://t.co/4UcpdSS8qK,07-08-2015 19:26:29"
"Via @businessinsider by @hunterw: “TRUMP UNLOADS: Hillary Clinton was 'the worst' and is 'extremely bad'” http://t.co/lPGSlczakP,07-08-2015 17:31:33"
"Via @Ammoland by Fredy Riehl: “Donald Trump Talks: Gun Control Assault Weapons Gun Free Zones &amp; Self Defense” http://t.co/eLAVFVs6Zm,07-08-2015 14:34:08"
"Dear @MaraLiasson I greatly appreciate your fairness. My history shows I never disappoint. Looking forward to meeting you soon.,07-08-2015 14:21:31"
".@natalie_gulbis  Thank you for your support this morning on @GolfChannel. Even more importantly play well this week! Say hi to all.,07-08-2015 13:54:17"
".@ronsirak Thank you for being so fair this morning on @GolfChannel—greatly appreciated.,07-08-2015 13:53:54"
"Via @Newsmax_Media by @ChrisRuddyNMX: ""Donald Trump and the End of Free Speech"" http://t.co/XU36opl7ZL,07-08-2015 13:30:35"
"I will be in California this weekend making a speech for Clint Eastwood. Then to Arizona and Vegas. Big crowds. Discussing illegals &amp; more!,07-08-2015 11:22:53"
"We must restore the entrepreneurial spirit of our country. A small business boom. Let’s Make America Great Again! https://t.co/u25yI5T7E8,07-07-2015 23:29:50"
"Via @limbaugh: “See Trump Told You So” http://t.co/ATsX4mdcGl,07-07-2015 23:25:53"
"“RUBIO’S GANG OF 8 BILL WOULD HAVE REWARDED SANCTUARY CITIES HARBORING ILLEGALS” http://t.co/on0rUCv4MG Marco is a politician-he flip flops!,07-07-2015 23:15:37"
"MUST READ-""It's time people listened to Trump' says mother of gunned-down teenage football star"" http://t.co/7hs5RN8Qb7 SECURE THE BORDER!,07-07-2015 22:49:37"
"Wow! I hear that thousands of people are cutting up their @Macys credit card. That's great. #MakeAmericaGreatAgain!,07-07-2015 22:00:23"
".@AnnCoulter U were great last nite @ericbolling on FOX. Our country has become a dumping ground for the world--I'll get it to stop &amp; fast!,07-07-2015 15:35:14"
"People rarely say that many conservatives didn’t vote for Mitt Romney. If I can get them to vote for me we win in a landslide.,07-07-2015 15:33:19"
"We have got to take our country back. It's time!,07-07-2015 02:48:36"
"Thx to all the people who called to say they are cutting their @Macys credit card as a protest against illegal immigrants pouring into US,07-06-2015 17:14:42"
"I said simply that the Mexican leaders and negotiators are smarter than ours and that the Mexican gov't is pushing their hard core to U.S.,07-06-2015 00:47:54"
"Thank you @loudobbsnews I will be trying very hard to prove you right - great show!,07-06-2015 00:27:15"
"It is time to create jobs for Americans not D.C. We need a bold new direction. Let’s Make America Great Again! https://t.co/u25yI5T7E8,07-05-2015 15:33:38"
"Flashback – Jeb Bush says  illegal immigrants breaking our laws is an “act of love” http://t.co/p8yFzVuw8w He will never secure the border.,07-05-2015 15:23:20"
"Jeb Bush will never secure our border or negotiate great trade deals for American workers. Jeb doesn't see &amp; can't solve the problems.,07-05-2015 15:02:22"
"I appreciate the GOP candidates who remain strong on border security. They know I am right. A nation without borders cannot survive.,07-05-2015 14:51:42"
"Rick Perry failed at the border. Now he is critical of me. He needs a new pair of glasses to see the crimes committed by illegal immigrants.,07-05-2015 14:44:31"
"Miss Universe Paulina Vega criticized me for telling the truth about illegal immigration but then said she would keep the crown-Hypocrite,07-05-2015 08:57:17"
"Via @BreitbartNews: ""GAME ON: TRUMP RESPONDS TO JEB"" http://t.co/whpR1m7FFz,07-04-2015 22:48:59"
"Why would Republican candidates want the support of Mitt Romney. He lost an election against Obama that should NEVER have been lost!,07-04-2015 22:28:56"
"What about the undocumented immigrant with a record who killed the beautiful young women (in front of her father) in San Fran. Get smart!,07-04-2015 22:15:01"
"HAPPY 4TH OF JULY TO EVERYONE!  MAKE AMERICA GREAT AGAIN!,07-04-2015 13:16:44"
"I will be on @foxandfriends this morning at 8:30. Enjoy!,07-04-2015 12:05:49"
"Via @CNNPolitics by @teddyschleifer: ""Trump: San Francisco killing shows perils of illegal immigration"" http://t.co/WJ872PRCO5,07-04-2015 02:59:15"
".@TheJuanWilliams you never speak well of me &amp; yet when I saw you at Fox you ran over like a child and wanted a picture. Please share pic!,07-03-2015 23:29:08"
".@marcorubio what do you say to the family of Kathryn Steinle in CA who was viciously killed b/c we can't secure our border? Stand up for US,07-03-2015 23:26:22"
"Where are the other candidates now that this tragic murder has taken place b/c of our unsafe border http://t.co/amaV7tqgAR We need a wall!,07-03-2015 22:44:54"
"My heartfelt condolences to the family of Kathryn Steinle. Very very sad!,07-03-2015 22:39:46"
"Our Southern border is unsecure. I am the only one that can fix it nobody else has the guts to even talk about it. http://t.co/ujz3jENIYo,07-03-2015 22:12:24"
"Our Southern border is totally out of control. This is an absolutely disgraceful. situation.http://t.co/ujz3jENIYo We need border security!,07-03-2015 22:08:09"
"Via @NRO by @JOELMENTUM: “Matchless Name Recognition and Deep Pockets Make Trump a Threat in Iowa” http://t.co/Wg3eBcDypo,07-03-2015 21:14:38"
"We need jobs &amp; we need them fast. I am a job creator. None of the pols can or will. Let's Make America Great Again! https://t.co/u25yI5T7E8,07-03-2015 18:48:17"
"Via @DailyCaller by @rpollockDC: “NYC Mayor Action Against Donald Trump Is ‘Not the American Way’” http://t.co/SnV1yXVs4P,07-03-2015 18:43:58"
"A nation that cannot control its borders is not a nation. - President Ronald Reagan,07-03-2015 16:18:55"
"Wow Huffington Post just stated that I am number 1 in the polls of Republican candidates. Thank you but the work has just begun!,07-03-2015 11:22:38"
"Mexican leaders and negotiators are much tougher and smarter than those of the U.S. Mexico is killing us on jobs and trade. WAKE UP!,07-03-2015 11:09:51"
"As Governor of Texas Rick Perry could have done far more to secure the border - but that's O.K. I like him anyway!  @GovernorPerry,07-03-2015 04:19:53"
"It is time to bring competence to Washington. It is time get results. Let’s Make America Great Again! https://t.co/u25yI6aIvG,07-02-2015 19:47:31"
"Obama once again just missed a self-imposed deadline with Iran. Our leadership is weak &amp; ineffective. Double the sanctions!,07-02-2015 19:41:00"
"A country must enforce its borders. Respect for the rule of law is at our country’s core. We must build a wall! https://t.co/u25yI5T7E8,07-02-2015 19:24:12"
"New orders for manufacturing down 9/10 months  http://t.co/RD1blUZyRn Time for fair trade. Stop TPP!,07-02-2015 19:17:31"
"Via @RedState by @EWErickson: “Always Play On Offense” http://t.co/mF3OjUMjp3,07-02-2015 19:12:19"
"New jobs report: 432000 left workforce manufacturing &amp; durable goods go - http://t.co/RD1blUZyRn We need leaders who understand business.,07-02-2015 18:59:58"
"“TRUMP DECLARES VICTORY ON IMMIGRATION AS OBAMA ADMITS SOME ILLEGALS ARE ‘GANG BANGERS’” http://t.co/e0HLxf1dS2 via @BreitbartNews @ASwoyer,07-02-2015 18:49:27"
"Great article by @RichLowry on @POLITICOMag : “Sorry Donald Trump Has A Point” http://t.co/5irmxJjPWk,07-02-2015 18:41:26"
"Via Huffington Post ""Congrats America! Donald Trump Is Now A 2016 Presidential Front-runner"" http://t.co/X1YYz7x002 by Igor Bobic,07-02-2015 18:29:04"
"Via World Tribune ""The elites' problem with Donald Trump: He's not for sale"" by Jeffrey T. Kuhner http://t.co/ez08iprQH1,07-02-2015 18:24:26"
"Via @trscoop: “Mark Levin DEFENDS Trump: Hillary Clinton is a CROOK and a FRAUD and she’s not treated this way!” http://t.co/MdU0pvTThi,07-02-2015 18:20:10"
"“NBC FIRES TRUMP KEEPS SHARPTON: The bigots of the NBC executive suite look the other way” http://t.co/EfQk8cbbTR via @AmSpec by @JeffJlpa1,07-02-2015 17:59:12"
"“Trump Gives 'Em Hell” http://t.co/dD53I0PeXw via @limbaugh,07-02-2015 17:47:07"
"Why doesn’t somebody study the horrible charges brought against @Macys for racial profiling? Terrible hypocrites!,07-02-2015 15:09:42"
".@Macys stock just dropped. Interesting. So many people calling to say they are cutting up their @Macys credit card. Thank you!,07-02-2015 15:09:03"
"Make our borders strong and stop illegal immigration. Even President Obama agrees- https://t.co/OcKfUFgSPU,07-01-2015 22:27:55"
"Look what the President of NBC sent me recently about his stay in my Las Vegas hotel. Very loyal guy. https://t.co/J9bsbc1WEN,07-01-2015 21:57:12"
"Who is @Macys to pretend innocence when they “racial profile” all over the place? Paid big fine!,07-01-2015 21:11:30"
"Interesting that @Macys criticized me but just paid $650000 in fines for racial profiling. Are they racists?,07-01-2015 21:10:58"
".@GovernorPataki  couldn’t be elected dog catcher if he ran again—so he didn’t!,07-01-2015 21:09:53"
