W Wheat Futures
MAR18     422'2     425'6     421'2     424'6     425'2    +3'6       51901      421'4       53024      294922
MAY18     435'0     438'4     434'4     437'6     438'2    +3'6       15074      434'4       14843      103058
JLY18     447'4     451'4     447'4     451'0     451'2    +3'4       10970      447'6       10902       77170
SEP18     461'6     466'0     461'6     465'4A    466'0    +4'0        1988      462'0        1788       29367
DEC18     480'0     485'0     480'0     484'2     484'6    +4'4        3369      480'2        3077       47549
MAR19     494'2     498'2     494'2     498'0A    498'2    +5'0         240      493'2         229        4460
MAY19      ----     504'0B     ----     504'0B    506'6    +5'2           5      501'4          31         159
JLY19     506'2     508'4B    505'2A    508'4B    509'0    +5'6          35      503'2          35         808
SEP19      ----      ----      ----      ----     517'6    +5'2           9      512'4                      51
DEC19      ----      ----      ----      ----     534'2    +5'2          11      529'0           2          40
MAR20      ----      ----      ----      ----     540'6    +8'4           8      532'2                      12
MAY20      ----      ----      ----      ----     540'6    +8'6                  532'0
4800         '4        '5B       '4      ----        '4    UNCH         204         '4          27        4632
4850       ----        '4B     ----      ----        '3    UNCH          82         '3           7         511
4900         '3        '3        '2      ----        '3    UNCH          27         '3           1        3156
4950         '2        '2        '2      ----        '2     -'1          82         '3           2         268
5000         '2        '2        '2      ----        '2    UNCH          11         '2                    4227
5050       ----      ----      ----      ----        '2    UNCH                     '2                     167
5100         '1        '1        '1      ----        '1     -'1          10         '2           9        1879
5150         '1        '1        '1      ----        '1     -'1          33         '2                      52
5200         '1        '1        '1      ----        '1    UNCH          50         '1           6         765
5250       ----      ----      ----      ----        '1    UNCH                     '1                     143
5300       ----      ----      ----      ----        '1    UNCH                     '1                     280
5350       ----      ----      ----      ----        '1    UNCH                     '1                      71
5400       ----      ----      ----      ----        '1    UNCH                     '1                    1006
5450       ----      ----      ----      ----        '1    UNCH                     '1                      59
5500       ----      ----      ----      ----        '1    UNCH                     '1                    1137
5600       ----      ----      ----      ----        '1    UNCH                     '1                     511
5700       ----      ----      ----      ----        '1    UNCH                     '1                     428
5800       ----      ----      ----      ----        '1    UNCH                     '1                     476
5900       ----      ----      ----      ----        '1    UNCH                     '1                     231
6000       ----      ----      ----      ----        '1    UNCH                     '1                     704
6100       ----      ----      ----      ----        '1    UNCH                     '1                     214
6200       ----      ----      ----      ----        '1    UNCH                     '1                     866
6300       ----      ----      ----      ----        '1    UNCH                     '1                     164
6400       ----      ----      ----      ----        '1    UNCH                     '1                     242
6500       ----      ----      ----      ----        '1    UNCH                     '1                     686
6600       ----      ----      ----      ----        '1    UNCH                     '1                      42
6700       ----      ----      ----      ----        '1    UNCH                     '1                     526
6800       ----      ----      ----      ----        '1    UNCH                     '1                      71
6900       ----      ----      ----      ----        '1    UNCH                     '1                      95
7000       ----      ----      ----      ----        '1    UNCH                     '1                      44
7100       ----      ----      ----      ----        '1    UNCH                     '1                      16
7200       ----      ----      ----      ----        '1    UNCH                     '1                      86
7300       ----      ----      ----      ----        '1    UNCH                     '1                      15
7400       ----      ----      ----      ----        '1    UNCH                     '1                      17
7500       ----      ----      ----      ----        '1    UNCH                     '1                     147
7600       ----      ----      ----      ----        '1    UNCH                     '1                     103
7700       ----      ----      ----      ----        '1    UNCH                     '1                      31
